Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,Green Spot Market & Fuels,702 N Buckner Blvd,,Dallas,TX,75218,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.846084,-96.711979,2015-01-30,40313,2015-01-30 08:15:06 UTC,,,,,,,,,J1772
ELEC,LOS ALTOS,1-51 Plaza S,,Los Altos,CA,94022,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.3788085,-122.1145236,2015-01-30,51656,2015-01-30 08:41:41 UTC,,,,,,,,,J1772
ELEC,JNS,4730 W Irving Park Rd,,Chicago,IL,60641,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.9543707,-87.746035,2015-01-30,64292,2015-01-30 08:40:11 UTC,,,,,,,,,J1772
ELEC,Haselwood Family YMCA Silverdale,"Haselwood YMCA, 3909 NW Randall Way",,Silverdale,WA,98383,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,,2,,Blink Network,http://www.blinknetwork.com/,GPS,47.652505,-122.694367,2015-01-30,52943,2015-01-30 08:14:53 UTC,,,,,,,,,CHADEMO
ELEC,805 King Farm,805 King Farm Blvd.,,Rockville,MD,20850,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.111029,-77.182107,2015-01-30,41232,2015-01-30 08:34:19 UTC,,,,,,,,,J1772
ELEC,YMCA - McKinney #62,300 Ridge Road,,McKinney,TX,75070,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,33.196668,-96.698734,2015-01-30,50900,2015-01-30 08:13:39 UTC,,,,,,,,,J1772
ELEC,Texas A&M University - George Bush Presidential Library and Museum,1000 George Bush Dr W,,College Station,TX,77845,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,,,GPS,30.5964824,-96.35355,2015-01-06,46372,2015-01-06 17:45:16 UTC,P,,,2012-02-15,,,,,J1772
ELEC,City of Pasadena - Marengo garage ,155 E Green St,,Pasadena,CA,91101,,626-744-7655,E,,Public,24 hours daily; pay lot ,,,,,,3,,,,,200-8,34.144894,-118.14673,2015-01-06,63068,2015-01-06 17:47:25 UTC,LG,,,2013-07-01,,,,,J1772
ELEC,CITY BRADENTON,1400 1st Ave W,,Bradenton,FL,34205,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.4992352,-82.575531,2015-01-30,44993,2015-01-30 08:52:25 UTC,,,,,,,,,J1772 NEMA520
ELEC,MACALESTER,159 S Macalester St,,Saint Paul,MN,55105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.938373,-93.1696237,2015-01-30,55740,2015-01-30 08:41:16 UTC,,,,,,,,,J1772
ELEC,Colorado Mountain College - Glenwood Springs,815 Cooper St,,Glenwood Springs,CO,81601,,970-945-8691,E,,Public,5am-7pm daily,,,,,,1,,,,,GPS,39.54647,-107.323692,2015-01-06,64367,2015-01-06 17:49:07 UTC,P,,,2014-09-01,,,,,J1772
ELEC,Sacramento International Airport - Daily A Lot,Lindbergh Dr,,Sacramento,CA,95837,,916-874-0670,E,,Public,24 hours daily; pay lot,,,,,,4,,1 SP Inductive,,,GPS,38.69005,-121.58889,2015-01-06,7212,2015-01-06 17:49:30 UTC,P,,,1998-06-30,,,,,J1772
ELEC,Morong Falmouth Dealership,187 US Route 1,,Falmouth,ME,04105,,207-781-4020,E,,Public,Dealership business hours,,,,,,2,,,,,200-8,43.643783,-70.2698915,,64930,2015-01-13 18:42:39 UTC,P,,,2014-11-01,,,,,J1772
ELEC,Creekside Business Park,11641 Blocker Dr,,Auburn,CA,95603,,530-745-9801,E,,Public,24 hours daily,,,,,,5,,,,,200-8,38.9022649,-121.0845424,2015-01-06,53366,2015-01-06 17:47:27 UTC,P,,,2013-03-28,,,,,J1772
ELEC,HOLLAND BPW,175 WEST 24th St,,Holland,MI,49423,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.7760849,-86.1154175,2015-01-30,41019,2015-01-30 08:58:06 UTC,,,,,,,,,NEMA520 J1772
ELEC,ORACLE- RWSHORE,400 Oracle Pkwy,,Redwood City,CA,94065,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.53135,-122.263574,2015-01-30,61594,2015-01-30 08:43:56 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,21230 St Andrews Blvd,,Boca Raton,FL,33433,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.3618939,-80.1355314,2015-01-30,51964,2015-01-30 08:39:24 UTC,,,,,,,,,J1772
ELEC,Northtowne Mitsubishi,101 NE Vivion Rd,,Kansas City,MO,64118,,816-459-2750,E,,Public,Dealership business hours,,,,,,3,,,,,200-8,39.1808275,-94.5809011,2015-01-06,46401,2015-01-06 17:49:22 UTC,P,,,2012-04-15,,,,,J1772
ELEC,ALTABATESSUMMIT,435 Hawthorne Ave,,Oakland,CA,94609,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.820519,-122.265339,2015-01-30,48971,2015-01-30 08:57:11 UTC,,,,,,,,,J1772
ELEC,350GREEN,321 Nut Tree Rd,,Vacaville,CA,95687,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.3644234,-121.9562196,2015-01-30,42685,2015-01-30 08:45:52 UTC,,,,,,,,,J1772
ELEC,Buncombe County Department of Social Services,40 Coxe Ave,,Asheville,NC,28801,,828-250-5000,E,,Public,24 hours daily,,,,,,4,,,,,200-8,35.59302,-82.554588,2015-01-06,50172,2015-01-06 17:45:46 UTC,P,,,2012-10-01,,,,,J1772
ELEC,BMW VISTA,400-598 FL-5,,Pompano Beach,FL,33062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.2383596,-80.102231,2015-01-30,61015,2015-01-30 09:11:49 UTC,,,,,,,,,J1772
ELEC,CFS,10150 Meanley Dr,,San Diego,CA,92131,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,32.909657,-117.10721,2015-01-30,61134,2015-01-30 08:42:43 UTC,,,,,,,,,J1772
ELEC,Sheehy Nissan - Waldorf,2950 Crain Hwy,,Waldorf,MD,20601,,301-843-5300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,38.6300237,-76.90558,2015-01-06,47711,2015-01-06 17:45:10 UTC,P,,,2012-01-31,,,,,J1772
ELEC,University of Virginia,400 Emmet St,,Charlottesville,VA,22903,,434-924-7231,E,,Public,Garage business hours; 4 hour limit,,,,,,1,,,,,200-8,38.0356854,-78.5080885,2015-01-06,52553,2015-01-06 17:49:19 UTC,P,,,2013-04-26,,,,,J1772
ELEC,Haselwood Chevrolet Buick GMC,501 W Hills Blvd,,Bremerton,WA,98312,,360-479-4910,E,,Public,Dealership business hours,,,,,1,,,,,,200-8,47.5575789,-122.676629,2015-01-06,60718,2015-01-06 17:47:54 UTC,P,,,2014-01-01,,,,,
ELEC,Lot 37,1811 5th St SE,,Minneapolis,MN,55455,,651-223-9568,E,,Public,24 hours daily,,,,,,2,,,,,200-8,44.9790254,-93.2288914,2015-01-06,53873,2015-01-06 17:45:25 UTC,P,,,2013-11-01,,,,,J1772
ELEC,CPSE-SATX,6 Bauerle Rd,,San Antonio,TX,78249,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.5859572,-98.616818,2015-01-30,56514,2015-01-30 08:51:38 UTC,,,,,,,,,J1772
ELEC,Jimmy Lee Recreational Center,270 Lexington Ave,,St. Paul,MN,55104,,651-223-9568,E,,Public,24 hours daily,,,,,,2,,,,,200-8,44.9494175,-93.1465458,2015-01-06,53879,2015-01-06 17:46:21 UTC,P,,,2013-11-01,,,,,J1772
ELEC,Hotel Palomar Dallas,5300 East Mockingbird Lane,,Dallas,TX,75206,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.836404,-96.778226,2015-01-30,41502,2015-01-30 08:14:59 UTC,,,,,,,,,J1772
ELEC,Kenny Ross Nissan,22030 Route 19,Perry Highway,Zelienople,PA,16063,,724-452-7200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,GPS,40.747133,-80.113714,2015-01-06,47802,2015-01-06 17:44:48 UTC,P,,,2012-01-31,,,,,J1772
ELEC,Pauli Ford,2380 S US 27,,St. Johns,MI,48879,,989-224-6711,E,,Public,Dealership business hours,,,,,2,2,,,,,GPS,42.981825,-84.544564,2015-01-06,52545,2015-01-06 17:46:22 UTC,P,,,2013-04-01,,,,,NEMA520 J1772
ELEC,350GREEN,253 E Foothill Blvd,,Arcadia,CA,91006,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.1514053,-118.0232671,2015-01-30,51649,2015-01-30 08:45:51 UTC,,,,,,,,,J1772
ELEC,McDonald's - Charleston WV,1626 Washington Street East,,Charleston,WV,25301,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,38.339747,-81.615094,2015-01-30,40592,2015-01-30 08:15:04 UTC,,,,,,,,,J1772
ELEC,UDR,613-23 13th St,,San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.7118031,-117.1526211,2015-01-30,55762,2015-01-30 08:45:17 UTC,,,,,,,,,J1772
ELEC,AAA - Mt Laurel,4010 Dearborn Cir,,Mt Laurel,NJ,08054,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,39.969427,-74.901964,2015-01-30,51812,2015-01-30 08:12:23 UTC,,,,,,,,,J1772
ELEC,City of Temecula - 6th Street Lot,28462 Front St,,Temecula,CA,92590,,951-694-6411,E,,Public,24 hours daily,,,,,,2,,,,,GPS,33.49605,-117.152,2015-01-06,7236,2015-01-06 17:49:30 UTC,LG,,,2011-12-31,,,,,J1772
ELEC,Providence Medical Group - NE Glisan,5330 NE Glisan,,Portland,OR,97213,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,45.526275,-122.609298,2015-01-30,52070,2015-01-30 08:14:08 UTC,,,,,,,,,J1772
ELEC,GRE CORP CAMPUS,12300 Elm Creek Blvd N,,Maple Grove,MN,55369,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,45.0949934,-93.4375024,2015-01-30,62025,2015-01-30 08:57:38 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,332 E 76th St,,New York,NY,10021,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7708764,-73.955795,2015-01-30,56057,2015-01-30 08:47:34 UTC,,,,,,,,,J1772
ELEC,BELLEVUE,102nd Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,47.611866,-122.2038956,2015-01-30,42226,2015-01-30 08:42:26 UTC,,,,,,,,,J1772
ELEC,HEALDSBURG,401 Grove St,,Healdsburg,CA,95448,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.6121399,-122.8736522,2015-01-30,52727,2015-01-30 09:03:59 UTC,,,,,,,,,NEMA520 J1772
ELEC,City of Columbia Municipal Parking Garage,820 Washington St,,Columbia,SC,29201,,843-743-6736,E,,Public,24 hours daily,,,,,,2,,,,,200-8,34.0021318,-81.0406684,2015-01-06,38301,2015-01-06 17:49:49 UTC,LG,,,2011-03-15,,,,,J1772
ELEC,Alhambra Nissan,726 E Main St,,Alhambra,CA,91801,,626-289-6161,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,34.098325,-118.11915,2015-01-06,39869,2015-01-06 17:44:13 UTC,P,,,2011-03-15,,,,,J1772
ELEC,Fry's Store #641 Phoenix,3511 W. Peoria Ave.,,Phoenix,AZ,85029,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.581832,-112.1351529,2015-01-30,52340,2015-01-30 08:14:24 UTC,,,,,,,,,J1772
ELEC,Old Farm Court Charger,115 Old Farm Ct,Located at the end of the cul de sac,Glen Burnie,MD,21060,,410-293-6417,E,,Public,24 hours daily,,,,,1,,,,,,200-8,39.160011,-76.59838,2015-01-06,50379,2015-01-06 17:49:00 UTC,P,,,2012-12-01,,,,,NEMA520
ELEC,Spruce Tree Ramp - Eaton,1600 University Ave W,,St. Paul,MN,55104,,651-646-7848,E,,Public,Garage business hours; pay lot,,,,,,1,,,,,200-8,44.9556128,-93.1673325,2015-01-06,52571,2015-01-06 17:45:27 UTC,LG,,,2013-06-15,,,,,J1772
ELEC,Liberty Station Lot G,2384 Truxtun Rd,,San Diego,CA,92101,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,10,,,Blink Network,http://www.blinknetwork.com/,GPS,32.738187,-117.215978,2015-01-30,52094,2015-01-30 08:10:54 UTC,,,,,,,,,J1772
ELEC,NRG eVgo - Brown's Fairfax Nissan,11010 Fairfax Blvd,,Fairfax,VA,22030,,877-455-3833,E,,Public - Card key at all times,Dealership business hours; eVgo network subscription and key fob required,,,,,,,1,,eVgo Network,https://www.evgonetwork.com/,GPS,38.85349,-77.324681,2015-01-06,64687,2015-01-06 17:49:11 UTC,P,,,2014-11-19,,,,,CHADEMO
ELEC,Boise Airport,3201 Airport Way,,Boise,ID,83705,,208-343-8761,E,,Public,24 hours daily,,,,,,4,,,,,200-8,43.5702496,-116.2214842,2015-01-06,53087,2015-01-29 20:49:34 UTC,LG,,,2013-12-10,,,,,J1772
ELEC,Suburban Nissan of Troy,1800 Maplelawn Dr,,Troy,MI,48084,,248-649-2300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.553489,-83.175205,2015-01-06,44299,2015-01-06 17:45:04 UTC,P,,,2011-11-30,,,,,J1772
ELEC,ATLANTIC STN,261 19th St NW,,Atlanta,GA,30363,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.7936999,-84.396186,2015-01-30,61516,2015-01-30 09:17:59 UTC,,,,,,,,,J1772
ELEC,ENTERGY,650 N Garland Ave,,Fayetteville,AR,72701,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.0729332,-94.1751328,2015-01-30,40966,2015-01-30 08:56:25 UTC,,,,,,,,,NEMA520 J1772
ELEC,THOMPSON BMW,700 N Easton Rd,,Doylestown,PA,18902,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.328096,-75.1300339,2015-01-30,61215,2015-01-30 09:11:54 UTC,,,,,,,,,J1772
ELEC,BMW OF DALLAS,6200 Lemmon Ave,,Dallas,TX,75209,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.8343843,-96.8285148,2015-01-30,60219,2015-01-30 09:11:59 UTC,,,,,,,,,J1772
ELEC,Holiday Inn Express Powell,7520 Conner Road,,Powell,TN,37849,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,36.051269,-83.998084,2015-01-30,64146,2015-01-30 08:11:12 UTC,,,,,,,,,J1772
ELEC,Marlborough Nissan,740 Boston Post Rd,,Marlborough,MA,01752,,508-481-3232,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,42.3508888,-71.5014955,2015-01-06,45896,2015-01-06 17:45:09 UTC,P,,,2012-01-31,,,,,J1772 CHADEMO
ELEC,Stars Recreation Center,155 Browns Valley Pkwy,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,3,,1 SP Inductive,,,GPS,38.36557,-121.967,2015-01-06,25514,2015-01-06 17:49:34 UTC,LG,,,2004-06-15,,,,,J1772
ELEC,The Ritz-Carlton,4012 Central Florida Pkwy,,Orlando,FL,32837,,407-393-4170,E,,Public,24 hours daily; hotel guest and visitor use only,,,,,,2,,,,,200-8,28.4101984,-81.4307912,2015-01-06,62284,2015-01-06 17:47:16 UTC,P,,,2014-06-20,,,,,J1772
ELEC,The Landing Garage - Renton,810 North 10th Pl,,Renton,WA,98057,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,47.498181,-122.204306,2015-01-30,43798,2015-01-30 08:13:47 UTC,,,,,,,,,J1772
ELEC,Twin Peaks Webster,20931 Gulf Fwy,,Webster,TX,77598,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,29.525288,-95.126259,2015-01-30,41295,2015-01-30 08:12:11 UTC,,,,,,,,,J1772
ELEC,North Seattle Community College,9600 College Way North,,Seattle,WA,98103,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,47.699998,-122.334284,2015-01-30,49489,2015-01-30 08:11:32 UTC,,,,,,,,,J1772
ELEC,Dalton Utilities - N Hamilton Street,118 N. Hamilton Street,,Dalton,GA,30722,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,34.77248,-84.967258,2015-01-30,52904,2015-01-30 08:11:41 UTC,,,,,,,,,J1772
ELEC,Benton KOA,1500 N Du Quoin St,,Benton,IL,62812,,618-439-4860,E,,Public,24 hours daily,,,,,1,,,,,,200-8,38.0157363,-88.92925890000001,2015-01-06,60875,2015-01-06 17:47:42 UTC,P,,,2014-01-01,,,,,NEMA520
ELEC,BMW SEATTLE,601-699 S Plummer St,,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,47.5940418,-122.3239773,2015-01-30,64185,2015-01-30 08:38:49 UTC,,,,,,,,,J1772
ELEC,City of Boulder - Pearl Street Parking Garage,1500 Pearl St,,Boulder,CO,80302,,303-413-7300,E,,Public,24 hours daily; pay lot,,,,,1,1,,,,,200-8,40.018536,-105.275296,2015-01-06,53938,2015-01-06 17:48:58 UTC,LG,,,2013-06-01,,,,,NEMA520 J1772
ELEC,PERILLO BMW,1035 N Clark St,,Chicago,IL,60610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.9012134,-87.6311337,2015-01-30,58335,2015-01-30 09:11:56 UTC,,,,,,,,,J1772
ELEC,Continental Motors,5750 La Grange Rd,,Countryside,IL,60525,,708-352-9200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.785448,-87.8689179,2015-01-06,46809,2015-01-06 17:45:04 UTC,P,,,2012-01-31,,,,,J1772
ELEC,MLK,7536 NE Martin Luther King Jr Blvd,,Portland,OR,97211,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,45.577841,-122.660992,2015-01-30,61110,2015-01-30 08:54:24 UTC,,,,,,,,,NEMA520 J1772
ELEC,Wayne State University - Lot #50,1200 W Warren,,Detroit,MI,48202,,313-577-1979,E,,Public,Garage business hours,,,,,,1,,,,,GPS,42.3535883333534,-83.0752607214385,,64736,2015-01-16 20:09:28 UTC,P,,,2014-11-15,,,,,J1772
ELEC,MGE,5973 Executive Dr,,Fitchburg,WI,53719,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.0114059,-89.4590683,2015-01-30,38978,2015-01-30 08:54:05 UTC,,,,,,,,,NEMA520 J1772
ELEC,Lujack Nissan,3750 N Harrison St,,Davenport,IA,52806,,563-386-1511,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.5655933,-90.5775592,2015-01-06,44495,2015-01-06 17:45:07 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Jackson Community College,2111 Emmons Rd,Located at the entrance to Whiting Hall,Jackson,MI,49201,,517-796-8620,E,,Public,24 hours daily,,,,,,3,,,,,200-8,42.163918,-84.400846,2015-01-06,53691,2015-01-06 17:43:24 UTC,P,,,2013-11-25,,,,,J1772
ELEC,"Walgreens - Portland, OR #4943",12215 SE Powell Blvd,,Portland,OR,97236,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,45.4970647,-122.5375405,2015-01-30,43752,2015-01-30 08:34:38 UTC,,,,,,,,,J1772
ELEC,CVC CNTR GARAGE,100 Civic Center Dr,,Newport Beach,CA,92660,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.6091872,-117.8724421,2015-01-30,51929,2015-01-30 09:00:47 UTC,,,,,,,,,NEMA520 J1772
ELEC,UTEP Academic Services Bldg Parking Lot,501 W Schuster Ave,,El Paso,TX,79902,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,31.766949,-106.501929,2015-01-30,50892,2015-01-30 08:14:59 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,4401 Gulf Blvd,,St Pete Beach,FL,33706,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.71908,-82.7388916,2015-01-30,43128,2015-01-30 08:39:26 UTC,,,,,,,,,J1772
ELEC,Mohegan Sun,1 Mohegan Sun Blvd,,Uncasville,CT,06382,,860-862-7360,E,,Public,24 hours daily,,,,,2,2,,,,,GPS,41.491597,-72.091456,2015-01-06,52651,2015-01-06 17:49:22 UTC,P,,,2011-01-01,,,,,NEMA520 J1772
ELEC,Hampton Inn,450 State St,,Schenectady,NY,12305,,518-377-4500,E,,Public - Call ahead,24 hours daily,,,,,,2,,,,,GPS,42.812131,-73.940942,2015-01-06,61052,2015-01-06 17:44:54 UTC,SG,,,2014-01-01,,,,,J1772
ELEC,Vogler Motor Co,1170 E Main St,,Carbondale,IL,62901,,618-457-8135,E,,Public - Call ahead,Dealership business hours; Ford use only,,,,,,1,,,,,200-8,37.7297953,-89.1952719,2015-01-06,52071,2015-01-06 17:48:37 UTC,P,,,2013-04-01,,,,,J1772
ELEC,"Walgreens - Philadelphia, PA #6895",300 N 63rd St,,Philadelphia,PA,19139,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.967681,-75.246311,2015-01-30,43757,2015-01-30 08:34:46 UTC,,,,,,,,,J1772
ELEC,PSEJATC,550 SW 7th St,,Renton,WA,98057,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,47.474171,-122.224102,2015-01-30,47877,2015-01-30 08:12:04 UTC,,,,,,,,,J1772
ELEC,Napleton Nissan,3870 Blue Heron Blvd,,Riviera Beach,FL,33404,,561-848-0688,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,26.7819879,-80.097581,2015-01-06,46619,2015-01-06 17:45:21 UTC,P,,,2012-01-31,,,,,J1772
ELEC,CARCHARGING,85 Pleasant Valley Rd,,Harrisonburg,VA,22801,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.4053268,-78.906929,2015-01-30,49603,2015-01-30 08:48:07 UTC,,,,,,,,,J1772
ELEC,NATIONAL GRID,79 Weibel Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.0955637,-73.7469552,2015-01-30,53128,2015-01-30 09:08:54 UTC,,,,,,,,,J1772
ELEC,Mac Haic Ford,10333 Katy Fwy,,Houston,TX,77024,,713-932-5000,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,,,200-8,29.7830091,-95.552589,2015-01-06,53990,2015-01-06 17:49:40 UTC,P,,,2013-04-01,,,,,J1772
ELEC,Pohanka Nissan - Salisbury,2012 N Salisbury Blvd,,Salisbury,MD,21801,,410-548-4700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,38.39214,-75.5759,2015-01-06,60901,2015-01-06 17:45:10 UTC,P,,,2012-01-01,,,,,J1772
